Artist ID,Artist Name,Popularity
6om12Ev5ppgoMy3OYSoech,Halestorm,69
2Hjj68yyUPiC0HKEOigcEp,Jesse McCartney,69
0dvKgSdNB2U1gfp6ZcekYi,Frankie Ballard,66
3ao3jf5d70Tf4fPh2bnXVl,We The Kings,70
2p4FqHnazRucYQHyDCdBrJ,Simple Plan,74
26s8LSolLfCIY88ysQbIuT,Three 6 Mafia,66
4OGJOCR3m1HC87JGx8cuEQ,Lullaby Land,66
6vwjIs0tbIiseJMR3pqwiL,Beartooth,69
2Tz1DTzVJ5Gyh8ZwVr6ekU,STRFKR,67
1Yox196W7bzVNZI7RBaPnf,Megadeth,73
3uL4UpqShC4p2x1dJutoRW,Ghostemane,69
7EGwUS3c5dXduO4sMyLWC5,Houndmouth,67
2zgG1GPDvjaBgxeQaVXI14,All That Remains,68
2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,74
6meTcQ79DrfkIuSLPZkpBg,The Story So Far,67
2wmwGWrqRizLaSEYrm5dzZ,Los Huracanes del Norte,67
02A3cEvlLLCbIMVDrK2GHV,Starley,75
4WcJL1x8azi1Qkv4jc6fhH,Devvon Terrell,67
3nFB4eMP5gdqee2eQb8nZb,Conjunto Primavera,67
1SQRv42e4PjEYfPhS0Tk9E,The Kinks,72
7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,76
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,72
0QJIPDAEDILuo8AIq3pMuU,M.I.A.,71
4tususHNaR68xdgLstlGBA,Of Mice & Men,68
4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,68
6cXMpsP9x0SH4kFfMyVezF,Josh Groban,69
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,73
4frXpPxQQZwbCu3eTGnZEw,Thundercat,69
4XDi67ZENZcbfKnvMnTYsI,Jay Park,70
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,80
4AA8eXtzqh5ykxtafLaPOi,What So Not,70
7h4j9YTJJuAHzLCc3KCvYu,Kina Grannis,74
3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,72
2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,70
4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,74
6DCIj8jNaNpBz8e5oKFPtp,The Cars,69
6C1ohJrd5VydigQtaGy5Wa,Joyner Lucas,66
3mJ9GlkLzj8Ka7Z7EQaCMi,Watsky,67
4BzCdhJTyTS3gumq9xmymb,ayokay,68
1wiBLzTI7z9RUwEpNPdFT6,Mase,70
3ZooCJzNMTLpmJaIRUEorI,Young Dro,66
6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,71
0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,73
7GN9PivdemQRKjDt4z5Zv8,The Internet,68
4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,65
0LcJLqbBmaGUft1e9Mm8HV,ABBA,77
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,75
3ycxRkcZ67ALN3GQJ57Vig,Masego,69
74gcBzlQza1bSfob90yRhR,City and Colour,69
79hrYiudVcFyyxyJW0ipTy,The Paper Kites,71
5bHjVR4F2Tfq4Ha6x7K6wU,Rockabye Baby!,67
2hl0xAkS2AIRAu23TVMBG1,Kansas,71
4sIl4BTo9l9KqEi0Y3RE72,Carly Pearce,66
4JNfz6aO9ZFz0gp5GY88am,Hey Violet,68
3iDD7bnsjL9J4fO298r0L0,Chicago,71
63bCkf4n15jiKjHhLV7kSZ,Niykee Heaton,67
5yhxqYI0JBwUKfXpSEjiM8,Jamey Johnson,65
1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,68
3KedxarmBCyFBevnqQHy3P,Jessie Reyez,70
4wYk01oPJNfaEssVFL46oQ,Coast Modern,66
55vs7NT1KxcFjbMC4y202E,REO Speedwagon,69
1f5GqyOPo0CkotzzRwviBu,The Lonely Island,70
2nszmSgqreHSdJA3zWPyrW,Luis Miguel,81
54QA4zjZDOyaLN8bVthBjP,Joe Moses,68
5ojhEavq6altxW8fWIlLum,Escape the Fate,68
7crPfGd2k81ekOoSqQKWWz,Stevie Nicks,69
6L3x3if9RVimruryD9LoFb,King Lil G,65
5dMnvpYEfXvSexjwnSRH5n,RaeLynn,65
0FWzNDaEu9jdgcYTbcOa4F,3OH!3,68
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,75
43sZBwHjahUvgbx1WNIkIz,Creed,70
60gmlHZmT16wiO9GiXKYK9,Chris Janson,65
2Q0MyH5YMI5HPQjFjlq5g3,Chet Faker,74
6MERXsiRbur2oJZFgYRDKz,Vitamin String Quartet,68
25oLRSUjJk4YHNUsQXk7Ut,GRiZ,66
6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,71
2snm3HmsnDUDxbIChdl2Oj,Justin Hurwitz,72
1VBflYyxBhnDc9uVib98rw,Icona Pop,74
0gLjJuczGWhqKVMmVpIT52,Turnover,66
4vpDg7Y7fU982Ds30zawDA,The Band,68
6NyJIFHAePjHR1pFxwisqz,Kurupt,69
01crEa9G3pNpXZ5m7wuHOk,Red,68
1UdQqCUR7RwB9YYJONwbdM,Trapt,68
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,65
7EEiVZvj6RCEtVX2F2pyxu,Slim Jxmmi,66
7KkqUt65v6LMtR369OQ6FB,Jonathan Groff,66
24V5UY0nChKpnb1TBPJhCw,Jai Wolf,67
71jzN72g8qWMCMkWC5p1Z0,Alexandre Desplat,74
6wWVKhxIU2cEi0K81v7HvP,Rammstein,79
34v5MVKeQnIo0CWYMbbrPf,John Newman,76
67qogtRNI0GjUr8PlaG6Zh,Zeds Dead,68
2NhdGz9EDv2FeUw6udu2g1,The Wanted,72
4sj6D0zlMOl25nprDJBiU9,Andy Williams,69
5S6hjAxgxjsLylsTtMIimO,Saliva,68
1Wnfj5qZsp8nPsGBBRRa4W,Monty,67
4aP1lp10BRYZO658B2NwkG,Andrew Lloyd Webber,70
1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,75
0cmWgDlu9CwTgxPhf403hb,Bonobo,74
4l1cKWYW591xnwEGxpUg3J,Miike Snow,69
66TrUkUZ3RM29dqeDQRgyA,Ella Eyre,78
13saZpZnCDWOI9D4IJhp1f,Lily Allen,75
5BKzvAPtNXnt0LwzGvKOH3,Aaron Watson,65
63wjoROpeh5f11Qm93UiJ1,Keri Hilson,70
3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,70
1ooV8YZC1KbpEcrmI8WH0F,YEBBA,71
4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler,69
4DMSJzGjw2SMkKAT5EEE5u,HOMESHAKE,68
3sMYEBy0CZFxedcnm9i9hf,Frankie J,68
0GzIauSfKRc5BlNXpTWAGz,Jessie James Decker,65
7Aq8lpLMSt1Zxu56pe9bmp,Jagged Edge,68
79FMDwzZQxHgSkIYBl3ODU,Trace Adkins,65
3S0tlB4fE7ChxI2pWz8Xip,Giggs,77
4iiQabGKtS2RtTKpVkrVTw,Smallpools,67
1O7bUkov2v71fDS60GOfMD,White Noise Therapy,66
2hGh5VOeeqimQFxqXvfCUf,John Coltrane,70
7EjxNoVjXo7gL73F2EdXVA,Empire Cast,69
0KpCz7V5XRkqKuM1JDf56O,Cousin Stizz,66
1WoYfDQf78hGBPBn9vA4zQ,Mambo Kings,73
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,70
0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,75
0RpddSzUHfncUWNJXKOsjy,Neon Trees,68
59xlizZFIFUvLC0I8iV2Jv,Los Rieleros Del Norte,65
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,71
5xKp3UyavIBUsGy3DQdXeF,A Great Big World,72
3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,67
10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70
7zwiFdY90oXzLh1Wz22oEq,Meditation Music Zone,70
7FBDXY8U17aasVTH3rgxbS,Bankroll Fresh,65
34Y0ldeyUv7jBvukWOGASO,Bobby Shmurda,67
0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,70
1zhIzONVRlTfD1VQRauHMl,Chris Cagle,65
5wpEBloInversG3zp3CVAk,Jeremy Camp,66
6Av6GMCOznZIlHuNcBWgf4,Jay Critch,66
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,70
2ht3wxeT69CzyKFChNnNAB,Big Boi,67
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,70
19I4tYiChJoxEO5EuviXpz,AFI,68
2HO2kO7O5gEnM91dhobllP,Smooky MarGielaa,66
4TshyQDihSYXSWqvclXl3I,Parmalee,65
1iIxNEvPPmdFIIP0tdpw6G,Los Cadetes De Linares,68
1FvjvACFvko2Z91IvDljrx,Mick Jenkins,68
3utxjLheHaVEd9bPjQRsy8,Coheed and Cambria,66
6e8OTLDQpaz1Tl2GEaxsNj,Matthew West,65
4AapPt7H6bGH4i7chTulpI,Ben Rector,66
0st5vgzw9XkH5ALJiUM1lE,Slim Thug,65
7MSUfLeTdDEoZiJPDSBXgi,Brian Eno,69
1IueXOQyABrMOprrzwQJWN,Sigala,79
2C2sVVXanbOpymYBMpsi89,The Cab,68
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,69
3s8alQfNnY0roAHaJh7Xxt,Dom Kennedy,65
53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,69
2QoU3awHVdcHS8LrZEKvSM,Wilco,68
27T030eWyCQRmDyuvr1kxY,Scorpions,75
4pADjHPWyrlAF0FA7joK2H,Jay Sean,73
1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,69
4p07QU02SrLsaORo25h2Lg,Sammie,67
4igDSX1kgfWbVTDCywcBGm,Johnnyswim,65
4L1YBxxAxQx0HG8lgPcFcJ,Damian Lemar Hudson,67
5SqxgH3k1AkSVkpdTGYudY,Calming Sounds,65
0daugAjUgbJSqdlyYNwIbT,Vicetone,74
5d1JhBfyb58upMXCZOdbQu,Phil Wickham,66
0EgUow5z0SXVA9lunNSB1q,Verse Simmonds,68
3nlpTZci9O5W8RsNoNH559,Juan Luis Guerra 4.40,75
6XJykeImeaTIiXaeoORBs5,Deep Sleep Music Collective,69
6S58b0fr8TkWrEHOH4tRVu,Switchfoot,67
5CGtBYmVPeLhI1kM2Fn9Gv,Los Invasores De Nuevo LeÃ_n,68
6LOvxDn71T0wWhCDNcXcUj,Banda Carnaval,68
34jw2BbxjoYalTp8cJFCPv,Heart,70
4BANbHDs1IluagTx5eRW2P,Jon Langston,65
5sWHDYs0csV6RS48xBl0tH,Two Feet,72
6jy0VQ5tLwEKBeMxZ1aK4J,Jeff Williams,67
0nnp7oJpY2J6yZOqtdKaWq,Duelo,71
2CgVSpL4tfbUuHmTGS7wF3,Ocean Waves For Sleep,66
3vHV92ecrylnUHDM4d2MtC,Tyler Farr,64
0GgyFUpOyzWDRDqx8FCTDN,Baby Rasta,74
7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,68
4cmA2QDPdzh8W2ytpyUGes,Young Scooter,66
2GEcMpeGIad5O23WxDRFMn,Rico Love,67
0le01dl1WllSHhjEXRl4in,Tamia,67
3Rx4PJ7SP6unkOk5elPUK7,Money Man,64
1tX4Yf64m81Ju9THQiXAzn,Traviezoz de la Zierra,67
0OROVBEZCocg0FcgJpyBse,Alex Sensation,80
0ojcq9LJQWMawQdFDw3M0L,Donnie Trumpet & The Social Experiment,65
6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,67
0rZp7G3gIH6WkyeXbrZnGi,Novo Amor,71
4DZGvSv2oMkBUnPz67E6z6,David Nail,65
4UOlRVifrFdQHW9qu5ep8t,Tech N9ne Collabos,65
4pVaQcaBqbvk0ucB4r65e3,Mark Mancina,69
2jzc5TC5TVFLXQlBNiIUzE,a-ha,75
4LUYOHM73gVlfY5TzRbIgX,Spa,69
1YzCsTRb22dQkh9lghPIrp,Billie Holiday,70
5Nf5yishRW9Ye174sJISkg,London On Da Track,67
5IaAggho4F1gWHE5REe1e8,Los Rehenes,65
2gUMs9PE8XZVQyzCDqaYmW,High School Musical Cast,74
4OyEHsIMIJxInFSB8L4qI5,Rain Sounds & White Noise,67
2q3GG88dVwuQPF4FmySr9I,The Score,69
2akNRvGNB400IDDUMr1PHW,Steffany Gretzinger,66
4C50EbCS11M0VbGyH3OfLt,Bahamas,68
4kLvhMAuCloLxoP1aVM7Lr,Michael Giacchino,71
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,65
6BMhCQJYHxxKAeqYS1p5rY,Hinder,67
6Rx1JKzBrSzoKQtmbVmBnM,Hayley Williams,70
3o2dn2O0FCVsWDFSh8qxgG,Sabaton,75
1buzCmyYZE4kcdLRudsb8V,Mikky Ekko,72
3nJWBJvK7uGvfp4iZh9CkN,Relient K,65
7ENzWT59o740mBAZkR3dpO,Thunderstorms,65
1OVaGC0CDZaxjcPxclSNmp,Tall Heights,70
4YWK3hXt1QRAw2rNBao55d,Skippa Da Flippa,65
4pb4rqWSoGUgxm63xmJ8xc,Madeon,68
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,70
5tIkXJTex4JY7cv9mmgAZx,Ruelle,69
698hF4vcwHwPy8ltmXermq,Far East Movement,71
5pdyjBIaY5o1yOyexGIUc6,Lights,68
0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,67
5T0MSzX9RC5NA6gAI6irSn,Estelle,69
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,77
0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,70
62DmErcU7dqZbJaDqwsqzR,Popcaan,72
2yQf6b8hxahZaT5dHlWaB1,Raekwon,68
02rd0anEWfMtF7iMku9uor,Reba McEntire,65
7eCmccnRwPmRnWPw61x6jM,SHY Martin,73
6FD0unjzGQhX3b6eMccMJe,Ghostface Killah,68
3dXaa6jwM7B52GZpaJEIr5,Puddle Of Mudd,68
2WKdxPFRD7IqZvlIAvhMgY,Fugees,71
2FwDTncULUnmANIh7qKa5z,FKJ,71
1SZMaiNHfdUuU0qZKZ6y62,Newsboys,66
1WvvwcQx0tj6NdDhZZ2zZz,Future Islands,70
5SXEylV07TC57eanSxxg4R,Stick Figure,65
1dPl8axUL09mso0myZqPZW,Matt Maher,65
2wX6xSig4Rig5kZU6ePlWe,KSHMR,76
2BQVRw9md4UKcGUrDXABCD,Tracy Lawrence,64
0OdUWJ0sBjDrqHygGUXeCF,Band of Horses,69
7mnAzEmgquhrVtGob81SmO,Big Shaq,77
6ziEnj8UydSg8dr68C3aut,Los Caminantes,65
2P3cjUru4H3fhSXXNxE9kA,Blackstreet,70
0PrhwIWbqYFYyY2ZrkIWgI,Adriel Favela,67
6qO6LhD6FuXK5e2PtfAIMz,We Came As Romans,67
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,74
7nfSsLcGgwpzJ7E8gZmWXe,Canciones De Cuna,64
49O0SPoCoTiK2Nn2tOaHyU,Knox Fortune,67
4iVhFmG8YCCEHANGeUUS9q,Pretty Lights,66
2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,66
2retT7MFwHDVTeGKDdybEx,K. Michelle,65
6LNlfExL1VfbLmpkVfg4N9,Perdidos De Sinaloa,67
4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,65
6DpWtzfwV8fcwP6fXckDVu,Starrah,67
1mkeYlKbxGr4gkQAFXPp1u,Ricardo Ducent,70
41SQP16hv1TioVYqdckmxT,Real Estate,67
0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,68
05oH07COxkXKIMt6mIPRee,Brandy,68
6g0Xatzg8vlchoEe21LoeH,Brain,65
7GaxyUddsPok8BuhxN6OUW,James Brown,71
5p9CTsn5ueGU4oScNX1axu,August Burns Red,67
1PbBg2aYjWLKRk84zJK15x,Echosmith,70
1vb1XqzyNMQ16BqbxRz5BV,Wifisfuneral,65
5r5Va4lVQ1zjEfbJSrmCsS,Broods,69
0NKDgy9j66h3DLnN8qu1bB,Eurythmics,74
3IstlZaHyUP9SONpulb4SM,Chris Webby,66
6p5JxpTc7USNnBnLzctyd4,Phillip Phillips,68
6MwPCCR936cYfM1dLsGVnl,Motionless In White,67
5fsDcuclIe8ZiBD5P787K1,Stevie Ray Vaughan,69
2OpqcUtj10HHvGG6h9VYC5,George Jones,65
6AVLthptCPhfrxlHadOBJD,Jill Scott,66
336vr2M3Va0FjyvB55lJEd,D'Angelo,69
4qOzMSukiZoiSjPQw8Zs7s,Mansionair,68
0iOVhN3tnSvgDbcg25JoJb,Etta James,71
3XVpDdKav6C6zwlDXPhMEO,Kamaiyah,65
4SqTiwOEdYrNayaGMkc7ia,LÃ‰ON,71
1mSJCvDX0W7Dn7S9C6vmvI,Anna Of The North,69
2i9uaNzfUtuApAjEf1omV8,Wet,67
1MT1Wz4G9Z9EVOg4L5zZMS,Tamar Braxton,65
61fqRzZ9aHyPeTdUIqEEFx,Kristian Stanfill,65
35U9lQaRWSQISxQAB94Meo,America,70
675tsBPpaZtqyiBwEf3ZEP,Mandolin Orange,65
7dWYWUbO68rXJOcyA7SpJk,Fort Minor,70
21TinSsF5ytwsfdyz5VSVS,dodie,69
4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,69
4x1nvY2FN8jxqAFA0DA02H,John Lennon,73
5b0XQwyoJBFd3MwL2YxEPO,Nohidea,67
3CAhiUHkUYT1mFtVHM9SHA,ValentÃ_n Elizalde,71
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,78
6G9bygHlCyPgNGxK2l3YdE,Vanessa Hudgens,72
3JFsVIxOn7STeilPICkkB2,Lamb of God,68
3kzwYV3OCB010YfXMF0Avt,Alvvays,67
0399oiMcmbOzzsYQDNYqxn,Problem,65
5AEG63ajney2BoDXi0Vb84,Bad Company,66
4NpFxQe2UvRCAjto3JqlSl,Greta Van Fleet,66
3J0BpFVUc9LeOIVeN5uNhU,Lauren Jauregui,69
70kkdajctXSbqSMJbQO424,Kacey Musgraves,66
1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,67
0GpuSge5ffZ053NhXxgQkV,Cardenales De Nuevo LeÃ_n,68
2PCUhxD40qlMqsKHjTZD2e,Parachute,67
2B4ZHz4QDWJTXPFPgO5peE,Warren G,69
5gspAQIAH8nJUrMYgXjCJ2,Kurt Vile,69
2SrSdSvpminqmStGELCSNd,Stormzy,80
0rG0AZBscc8S8q1ahIsasI,Juvenile,64
4salDzkGmfycRqNUbyBphh,Styx,66
188VINPQh5dyNfLUkevKqf,Olivia Holt,70
6O7MpKrY91vlCd4Osi6XKs,Black Veil Brides,68
5juOkIIy18sFw9L30syt1Z,Washed Out,66
5Qi4Bb7a8C0a00NZcA77L0,D12,70
6ueGR6SWhUJfvEhqkvMsVs,Janelle MonÃ¡e,69
1qUjOF5fzrpoNycD36b2jZ,Nate Ruess,71
4rF7c8zpCKzuSXohs2HIpA,Steven Universe,67
6xrCU6zdcSTsG2hLrojpmI,JosÃ© GonzÃ¡lez,72
1PDE2MIJ4M6uvFJDrslazf,Ryan Caraveo,65
5JSXWmQO8csVUy6hSRu8TA,Maty Noyes,70
2xaAOVImG2O6lURwqperlD,Catfish and the Bottlemen,73
5Z3O26siNL8lCERv78sFte,Double Trouble,68
1TtJ8j22Roc24e2Jx3OcU4,Purity Ring,66
3whuHq0yGx60atvA2RCVRW,Olly Murs,76
4QDvXnbmw1znkqkK1119Fc,RKCB,67
3RTklnRcfHgkQJwFpgOq3t,Nevve,68
0bz9hDpUbAw5JElgEiuIYZ,Matt Redman,67
3NChzMpu9exTlNPiqUQ2DE,Thrice,66
6MF9fzBmfXghAz953czmBC,Taio Cruz,73
2qvP9yerCZCS0U1gZU8wYp,Two Steps from Hell,72
41LfjfTCcTCUdykJqNyFw8,Dae Dae,65
13ACz7DIictCpSYGglNTHs,Philanthrope,68
69lxxQvsfAIoQbB20bEPFC,Philip Glass,71
3WaJSfKnzc65VDgmj2zU8B,Interpol,71
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,70
2y246nnP9pQT0E6v3ZMMOO,Night Lovell,70
3RsBe1GeG3nJinhV6HmfG9,Chris King,65
4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,66
5Mq7iqCWBzofK39FBqblNc,Jessie Ware,74
75jNCko3SnEMI5gwGqrbb8,Tammi Terrell,70
5gqhueRUZEa7VDnQt4HODp,Nils Frahm,71
19y5MFBH7gohEdGwKM7QsP,Luther Vandross,68
2qbEtwBVyobgpNP5KcHE9J,Pusho,73
3RchxeOVaDXmQRBWeL5CNZ,Outside Broadcast Recordings,67
6mKqFxGMS5TGDZI3XkT5Rt,Angel Olsen,67
0yNLKJebCb8Aueb54LYya3,New Order,71
11FY888Qctoy6YueCpFkXT,Circa Survive,64
1HQGhla3VNj1dBmKTtVT2t,Ookay,67
0xTcxl35DKXUeYRWqY10w6,Peewee Longway,64
7352aRY2mqSxBZwzUb6LmA,Bow Wow,67
2mpeljBig2IXLXRAFO9AAs,Dido,73
1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,67
0ZCO8oVkMj897cKgFH7fRW,Los Angeles Azules,73
6Tyzp9KzpiZ04DABQoedps,Little Dragon,69
2NUz5P42WqkxilbI8ocN76,Vybz Kartel,71
6ghiFYcwn2Vzl6K50U0UPz,Michael Ray,64
29SeiO68HQHBs7pDdWOvvX,JesÃºs AdriÃ¡n Romero,72
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,73
2VKfXEWzhUi9siHBDTI02Y,Joep Beving,71
2iUbk5KhZYZt4CRvWbwb7S,LunchMoney Lewis,69
5wFXmYsg3KFJ8BDsQudJ4f,Manchester Orchestra,65
4LFOoXhMhnq9U8VsZkSwxl,Edwin Luna y La Trakalosa de Monterrey,70
6zVFRTB0Y1whWyH7ZNmywf,Tash Sultana,73
1HxXNvsraqrsgfmju1yKk8,Modern Baseball,65
2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,73
7rVA45AaxEEetdqc9NngiJ,Remo,66
3aBkeBhwadnWMWoVJ2CxJC,Rob Thomas,67
0JOxt5QOwq0czoJxvSc5hS,GASHI,69
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,69
44LPOpECjnIlnwH91wo2ir,All Sons & Daughters,65
1uQWmt1OhuHGRKmZ2ZcL6p,Explosions In The Sky,66
2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,68
6ZhjJOJXXwnPS8PrXdmjLw,UGK,64
7v35CkHBaT1SStgQHl95a0,Tenth Avenue North,64
1eEfMU2AhEo7XnKgL7c304,Carpenters,70
29ywwKkxfoH7iWwNY1UezA,Francesca Battistelli,64
0uFc6StTmJBvdHPZFDkdJy,Casey Veggies,65
053q0ukIDRgzwTr4vNSwab,Grimes,68
6aIm51fHkokqlJn2vzNTH8,Webbie,63
7u160I5qtBYZTQMLEIJmyz,Borgore,68
2pAWfrd7WFF3XhVt9GooDL,MF DOOM,66
12zbUHbPHL5DGuJtiUfsip,Julien Baker,67
79Xp2rRN7wdsaTJgttdX3K,Cody Simpson,70
2x8KDZdSONA3872CnhaAlX,Styles P,68
2LmcxBak1alK1bf7d1beTr,Juhn,74
4jXfFzeP66Zy67HM2mvIIF,Bill Evans,69
0uq5PttqEjj3IH1bzwcrXF,Spice Girls,73
10I1X1Vygp2J6R4jP5gF10,Chris Bandi,64
57bUPid8xztkieZfS7OlEV,The Supremes,70
48sLioddyaXkuhyHXSkpsB,Parson James,72
1U0sIzpRtDkvu1hXXzxh60,Kelela,68
3441uYrkzgTWwjXLd13R0U,Enigma NorteÃ±o,68
1IQ2e1buppatiN1bxUVkrk,Slayer,70
2ptmyXoL7poH6Zq62h1QT9,Merle Haggard,64
45HXIkMqrQerbaPuw6FgKD,Chris Quilala,66
3yJnBqAoRUNeDabdYoiYWD,Pink Guy,67
1P8IfcNKwrkQP5xJWuhaOC,LL Cool J,67
0PxzGnCYBpSuaI49OR94cA,Big Wild,66
5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,81
4P0dddbxPil35MNN9G2MEX,Cypress Hill,71
6qyi8X6MdP1lu6B1K6yh3h,Silversun Pickups,65
2usAJ9Mtrw570XlQ5MHJek,El Tigrillo Palma,64
3ICflSq6ZgYAIrm2CTkfVP,The Animals,71
74oJ4qxwOZvX6oSsu1DGnw,Cream,69
6gbGGM0E8Q1hE511psqxL0,Ray J,66
2txHhyCwHjUEpJjWrEyqyX,Tom Odell,75
4pr7J7wzgObkE3DD3Izi7q,Young Buck,66
7FNnA9vBm6EKceENgCGRMb,Anitta,83
5sLCZx5RvQ1Cv6kguDLCLx,Voz De Mando,66
01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.,67
1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,64
1T8S48bD91THNKBByWBDyn,Dwayne Johnson,68
5FsfZj0Mp6YwEWytuJUcWt,Jinsang,67
1mU61l2mcjEFraXZLpvVMo,Matthew Koma,70
7A9yZMTrFZcgEWAX2kBfK6,Huey Lewis & The News,68
6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,67
1kB7GlXzdNWl28zLcOkQqU,Rachel House,67
7v9bFXCdSMA2o3gS4nvp0F,Pimp C,64
7qAcXJgt1PWnxwUgxMdyuk,Sick Puppies,66
2s0yxtiHiyGe6CY4mbDYFi,Remy Boyz,67
7G1GBhoKtEPnP86X2PvEYO,Nina Simone,73
70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,65
7g56xCsozigPH5OgmwinYA,Ocean Sounds,64
1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,69
3aVoqlJOYx31lH1gibGDt3,Babyface,66
5wbIWUzTPuTxTyG6ouQKqz,Phish,63
53ixqKNKVTgtSx3m3DGMA2,FKi 1st,65
57DlMWmbVIf2ssJ8QBpBau,Toby Fox,68
1YK8JdPbiaMSnf4hrlBkGT,Pepper,63
5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,79
1c4rxrxy8eDLvMVL1DTiBe,Andra Day,68
5f7VJjfbwm532GiveGC0ZK,Lil Baby,64
2EJ5MRZCzpHSSNNEpTx9Kb,Josh Abbott Band,63
74V3dE1a51skRkdII8y2C6,AndrÃ© 3000,65
78SHxLdtysAXgywQ4vE0Oa,Bush,67
34hmgPKKRJX6fvkosRxDO7,August Wilhelmsson,69
293zczrfYafIItmnmM3coR,Chuck Berry,71
6tUJpYN2aYiXbzAcg0pIOo,Sinead Harnett,68
11Y54BxlxC3UIAUkU2eadQ,Rend Collective,66
4TnGh5PKbSjpYqpIdlW5nz,Monsta X,71
49vCIUW46QY3L5vo1xVFoy,Trae Tha Truth,64
3RMHexittaAZkf8zukkZB8,Trevor Hall,65
65dGLGjkw3UbddUg2GKQoZ,BadBadNotGood,68
6P5NO5hzJbuOqSdyPB7SJM,Ashe,66
2dEZtPJFspWetycGtouit2,Seth Ennis,64
2BtD5hSIIzuSTX6eXF7aYM,Meditation Rain Sounds,66
7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,74
5EBlHXi71tDXnFtroEh7Rg,Naomi Wild,66
1yLIaxyVkZnLMXhfRSYEjV,Johannes Bornlof,71
78DWNk8gFHU30TGITAgbM7,CMC$,70
6tHs9gFIpD0hCVto83sirH,RÃœFÃœS DU SOL,64
7qRll6DYV06u2VuRPAVqug,Foxes,70
5bi4lyuj5ZrayYKlibl9ij,Original Broadway Cast of Dear Evan Hansen,65
4A6cd63FWHbCLqk9mtGUZZ,Booboo Stewart,70
5J6L7N6B4nI1M5cwa29mQG,Alison Krauss,66
4uBD3fsHzb3IpOTGpicsbH,Cameron Boyce,70
