song_id,artist_id,duration,popularity,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mode,key,track_number,artist_popularity,album_length,release_date,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,mode_confidence,key_confidence,num_bars,num_beats,num_tatums,num_sections,num_segments
4GJI4DsS95y5eInq0rRtoC,1Ya3U2XGZpIyzoqfdFwShy,221013,13,0,0.41,0.812,-4.363,0.0344,0.0909,0,0.389,0.659,159.932,4,1,11,2,29,10,7862,0.19751,209.08989,0.281,0.937,0.685,0.85,142,567,1134,12,736
4GqbSfodBD9cRjQIrRouhV,1Ya3U2XGZpIyzoqfdFwShy,226173,13,0,0.565,0.811,-5.166,0.0376,0.0801,0,0.0475,0.494,120.089,4,1,9,8,29,21,9175,3.53524,215.98621,0.753,0.951,0.661,0.588,109,437,874,8,764
0GhmBLhxzQKQDur0rndByH,1Ya3U2XGZpIyzoqfdFwShy,206866,12,0,0.466,0.867,-4.834,0.0573,0.0516,0,0.119,0.564,114.048,4,1,9,3,29,21,9175,0.15637,197.8224,0.9,1.0,0.569,0.329,95,383,766,9,668
0BIA9cWtymSUIPopxSp6yr,1Ya3U2XGZpIyzoqfdFwShy,289200,9,0,0.455,0.957,-5.304,0.0677,0.00137,0,0.966,0.375,158.052,4,1,2,13,29,14,8362,0.0,277.58295,0.337,0.966,0.515,0.355,188,751,1502,10,944
6n74U3Ttm2Y3CqJJUOZ2T9,1Ya3U2XGZpIyzoqfdFwShy,228866,9,0,0.447,0.529,-5.983,0.027,0.135,0,0.0444,0.397,82.972,3,1,9,8,29,11,8426,0.08694,217.75673,0.067,1.0,0.727,0.599,100,303,606,8,673
4QguUfGhigjM8VDFwi9MA4,1Ya3U2XGZpIyzoqfdFwShy,226880,8,0,0.412,0.88,-5.812,0.0424,0.00702,0,0.96,0.616,159.922,4,1,11,4,29,14,8362,0.0,226.88,0.457,0.971,0.657,0.818,150,605,1210,8,788
6ik2txTIzRt0inmiqj1eRt,1Ya3U2XGZpIyzoqfdFwShy,242493,8,0,0.477,0.533,-6.716,0.0291,0.171,0,0.0953,0.316,82.947,3,1,9,6,29,21,9175,0.0,232.4956,0.352,0.984,0.649,0.483,109,330,660,11,749
3wOUJKsK2hH9qbCOdKKDKI,6ignu1FESsoUapE3EnbCFL,196232,12,0,0.37,0.95,-4.15,0.0908,0.00502,0.0628,0.186,0.237,103.021,4,1,0,1,40,1,10013,0.1795,193.46866,0.429,1.0,0.652,0.787,82,333,666,9,532
6JokmnXmmE2CS0DcIzyj8W,6ignu1FESsoUapE3EnbCFL,232218,14,0,0.466,0.779,-4.645,0.0536,0.0147,0.00166,0.061,0.447,122.397,4,1,2,2,40,14,9762,0.0,228.13605,0.702,0.991,0.856,0.82,117,467,934,8,612
1gTkKkH2cE5LI2POaNnbMJ,6ignu1FESsoUapE3EnbCFL,143475,28,0,0.32,0.434,-10.182,0.0349,0.764,0.161,0.129,0.125,120.24,4,1,5,4,40,4,10031,0.19705,131.66295,0.033,0.629,0.659,0.641,70,278,556,6,436
