song_id,artist_id,artist_name,duration,explicit,song_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,analysis_url
0KKkJNfGyhkQ5aFogxQAPU,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,206693,False,That's What I Like,87,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU
6b8Be6ljOzmkOmFslEb23P,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,225983,False,24K Magic,82,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P
0nJW01T7XtvILxQgC5J7Wh,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,213826,False,When I Was Your Man,82,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh
0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,261240,False,Versace On The Floor,81,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,4,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP
3w3y8KPTfNeOKPiqUTakBh,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,233478,False,Locked Out Of Heaven,78,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh
7BqBn9nzAq8spo5e7cZ0dJ,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,220733,False,Just the Way You Are,77,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,4,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ
55h7vJchibLdUkxdlX3fK7,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,178560,True,Treasure,76,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7
0mBKv9DkYfQHjdMcw2jdyI,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,186973,False,Chunky,75,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,4,https://api.spotify.com/v1/audio-analysis/0mBKv9DkYfQHjdMcw2jdyI
5UJshy5HDHdNEVqlJwzsQB,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,228300,False,Versace On The Floor (Bruno Mars vs. David Guetta),74,0.747,0.701,2,-4.902,1,0.0429,0.108,0,0.0712,0.589,100.012,4,https://api.spotify.com/v1/audio-analysis/5UJshy5HDHdNEVqlJwzsQB
1I6pKIyaBp4OebTGLJpCCC,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,210053,False,Perm,72,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,4,https://api.spotify.com/v1/audio-analysis/1I6pKIyaBp4OebTGLJpCCC
6cAKeFFYW2aClZSUyvqAEW,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,193446,False,It's Gotta Be You,71,0.433,0.745,8,-4.632,1,0.0377,0.221,0,0.0981,0.588,95.472,4,https://api.spotify.com/v1/audio-analysis/6cAKeFFYW2aClZSUyvqAEW
33XCmHpWcIEeSNBgEDi4Mx,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,225252,False,Streets of Gold,62,0.695,0.58,2,-6.089,0,0.0275,0.38,0,0.0882,0.447,115.997,4,https://api.spotify.com/v1/audio-analysis/33XCmHpWcIEeSNBgEDi4Mx
2xI4CmkT6Bl4s5b4qggcgU,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,185236,False,Don't Come Easy,58,0.329,0.631,2,-4.343,1,0.0486,0.26,0,0.269,0.544,155.856,4,https://api.spotify.com/v1/audio-analysis/2xI4CmkT6Bl4s5b4qggcgU
3PF0ua1mLOWPFYOmx3LaYi,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,188230,False,It's Gotta Be You - Tungevaag & Raaban Remix,54,0.635,0.66,8,-4.406,1,0.165,0.166,2.39e-05,0.195,0.486,105.088,4,https://api.spotify.com/v1/audio-analysis/3PF0ua1mLOWPFYOmx3LaYi
60izfFllm08sH66ugsSvSm,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,206697,False,If I Ain't Got You,49,0.5,0.511,1,-6.26,1,0.0387,0.265,0,0.0957,0.223,117.646,3,https://api.spotify.com/v1/audio-analysis/60izfFllm08sH66ugsSvSm
3RNf06dUydqvlArehYJgaw,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,258817,False,Halo,43,0.405,0.608,11,-7.19,0,0.0446,0.0279,0,0.0616,0.159,79.939,4,https://api.spotify.com/v1/audio-analysis/3RNf06dUydqvlArehYJgaw
6CSoHvIEGzlS4hl8hzB9L7,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,217980,False,It's Gotta Be You - Toby Green Remix,42,0.647,0.827,8,-4.163,1,0.0519,0.0158,0.000208,0.429,0.573,102.017,4,https://api.spotify.com/v1/audio-analysis/6CSoHvIEGzlS4hl8hzB9L7
16H8H7XRSa8ZKgHahvqJ7m,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,248523,False,Let It Be,40,0.422,0.629,8,-5.401,1,0.0346,0.0756,0,0.106,0.28,129.659,4,https://api.spotify.com/v1/audio-analysis/16H8H7XRSa8ZKgHahvqJ7m
6369pRIfEeQVik6HvcBxEy,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,188347,False,A Change Is Gonna Come,38,0.345,0.68,6,-4.432,1,0.0444,0.145,2.22e-06,0.0874,0.439,167.879,3,https://api.spotify.com/v1/audio-analysis/6369pRIfEeQVik6HvcBxEy
4wQw27helWil4FjTbhYF2L,5lXfVoQxVgC5fpjkVqvNYn,Isaiah,309517,False,Hello,38,0.377,0.6,10,-7.768,0,0.0526,0.327,0,0.0821,0.18,157.857,4,https://api.spotify.com/v1/audio-analysis/4wQw27helWil4FjTbhYF2L
0pSBuHjILhNEo55xK1zrRt,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,238586,False,Rolex,82,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,4,https://api.spotify.com/v1/audio-analysis/0pSBuHjILhNEo55xK1zrRt
3ROfLScNbTGtKdjEzbx74b,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,199880,False,Lit Right Now,66,0.842,0.754,8,-5.542,1,0.0841,0.024,0,0.37,0.585,141.017,4,https://api.spotify.com/v1/audio-analysis/3ROfLScNbTGtKdjEzbx74b
45MTc1GzGpy2iDu2kGyeS6,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,194386,False,Better Off Alone,65,0.613,0.641,2,-6.488,1,0.0368,0.000786,1.46e-06,0.123,0.263,156.073,4,https://api.spotify.com/v1/audio-analysis/45MTc1GzGpy2iDu2kGyeS6
16i3H5whsxhyLCBwceuR4j,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,245640,False,Rolex - Steve Aoki Remix,59,0.666,0.816,8,-3.595,0,0.0614,0.0102,0,0.11,0.333,145.042,4,https://api.spotify.com/v1/audio-analysis/16i3H5whsxhyLCBwceuR4j
5ehJEAgOStjAp5soh9Jh7z,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,207255,False,In Reverse,59,0.844,0.641,2,-2.383,1,0.0699,0.0362,0,0.0562,0.416,150.073,4,https://api.spotify.com/v1/audio-analysis/5ehJEAgOStjAp5soh9Jh7z
7KXjTSCq5nL1LoYtL7XAwS,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,177000,True,HUMBLE.,87,0.904,0.611,1,-6.842,0,0.0888,0.000259,2.03e-05,0.0976,0.4,150.02,4,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS
6PGoSes0D9eUDeeAafB2As,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,213400,True,LOVE. FEAT. ZACARI.,83,0.798,0.582,10,-7.38,1,0.103,0.29,0,0.153,0.766,126.075,4,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As
6HZILIRieu8S0iqY8kIKhj,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,185946,True,DNA.,83,0.637,0.514,1,-6.763,1,0.365,0.0047,0,0.094,0.402,139.931,4,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj
6SwRhMLwNqEi6alNPVG00n,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,227360,True,LOYALTY. FEAT. RIHANNA.,81,0.681,0.541,9,-8.926,0,0.055,0.0224,0,0.167,0.413,110.803,4,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n
1EaKU4dMbesXXd3BrLCtYG,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,208733,True,ELEMENT.,77,0.734,0.687,4,-4.728,0,0.476,0.22,0,0.215,0.476,189.791,4,https://api.spotify.com/v1/audio-analysis/1EaKU4dMbesXXd3BrLCtYG
2MYl0er3UZ1RlKwRb5LODh,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,215509,True,A.D.H.D,72,0.609,0.799,9,-6.883,1,0.24,0.33,0,0.108,0.582,157.74,4,https://api.spotify.com/v1/audio-analysis/2MYl0er3UZ1RlKwRb5LODh
4iYRa2btalAzPZoSYfROqF,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,254200,True,XXX. FEAT. U2.,72,0.65,0.618,8,-6.975,1,0.357,0.148,1.69e-06,0.11,0.297,129.989,4,https://api.spotify.com/v1/audio-analysis/4iYRa2btalAzPZoSYfROqF
65ES1qwOB577ZnTkizMXJJ,5he5w2lnU9x7JFhnwcekXX,Skrillex,156800,True,HUMBLE. - SKRILLEX REMIX,72,0.898,0.935,11,-2.744,1,0.291,0.00778,3.63e-05,0.217,0.884,150.016,4,https://api.spotify.com/v1/audio-analysis/65ES1qwOB577ZnTkizMXJJ
439TlnnznSiBbQbgXiBqAd,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,350120,True,m.A.A.d city,71,0.482,0.72,2,-6.812,1,0.271,0.0553,2.07e-06,0.461,0.222,90.999,4,https://api.spotify.com/v1/audio-analysis/439TlnnznSiBbQbgXiBqAd
6IZvVAP7VPPnsGX6bvgkqg,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,275253,True,PRIDE.,71,0.672,0.546,4,-6.992,0,0.0519,0.0864,5.75e-06,0.152,0.429,138.887,4,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg
3kGfazcbVvVkuZunzlLgTD,1IueXOQyABrMOprrzwQJWN,Sigala,202999,False,Came Here for Love,82,0.708,0.868,6,-3.287,1,0.0431,0.0313,0,0.122,0.72,124.994,4,https://api.spotify.com/v1/audio-analysis/3kGfazcbVvVkuZunzlLgTD
4govmU9nWC17G8WRIkhEFh,1udruffum7CorOphFUMB9A,Kato,182720,False,Show You Love,55,0.519,0.829,5,-5.121,0,0.0901,0.316,0,0.0759,0.633,123.659,4,https://api.spotify.com/v1/audio-analysis/4govmU9nWC17G8WRIkhEFh
5ev0Z2lFzmhjlQCWpRAWiG,1IueXOQyABrMOprrzwQJWN,Sigala,203906,False,Only One - Radio Edit,68,0.626,0.938,7,-3.005,1,0.0944,0.0039,0.000452,0.599,0.518,124.932,4,https://api.spotify.com/v1/audio-analysis/5ev0Z2lFzmhjlQCWpRAWiG
4CWZOyb9YHIH06yfsvY6k1,1IueXOQyABrMOprrzwQJWN,Sigala,209014,False,Give Me Your Love - Radio Edit,66,0.635,0.945,2,-2.298,1,0.036,0.00411,2.41e-05,0.314,0.686,125.024,4,https://api.spotify.com/v1/audio-analysis/4CWZOyb9YHIH06yfsvY6k1
4tZp15Dj8yJH3lyf0uh2A4,1IueXOQyABrMOprrzwQJWN,Sigala,228586,False,Easy Love,66,0.696,0.955,9,-2.887,1,0.0688,0.257,0.00114,0.092,0.689,124.01,4,https://api.spotify.com/v1/audio-analysis/4tZp15Dj8yJH3lyf0uh2A4
3eSD4F6Y47EHatykwASvHX,1IueXOQyABrMOprrzwQJWN,Sigala,237186,False,Only One - Brookes Brothers Remix,65,0.55,0.763,7,-6.338,1,0.0437,0.000486,0.0438,0.56,0.373,173.889,4,https://api.spotify.com/v1/audio-analysis/3eSD4F6Y47EHatykwASvHX
5Y3LTdywsMjLsuwTmNWGVO,1IueXOQyABrMOprrzwQJWN,Sigala,203386,False,Sweet Lovin' - Original Mix,62,0.685,0.909,10,-1.214,1,0.0584,0.0573,3.88e-06,0.33,0.675,124.963,4,https://api.spotify.com/v1/audio-analysis/5Y3LTdywsMjLsuwTmNWGVO
6gBwaCbb1lKHvlN9mVOVAg,1IueXOQyABrMOprrzwQJWN,Sigala,216015,False,Came Here for Love - Acoustic,60,0.535,0.371,5,-7.101,1,0.0525,0.817,0,0.111,0.439,122.551,4,https://api.spotify.com/v1/audio-analysis/6gBwaCbb1lKHvlN9mVOVAg
2N7Rfq7MjHEm9sq07NG6xq,1IueXOQyABrMOprrzwQJWN,Sigala,267226,False,Say You Do - Tom Zanetti & K.O Kane Remix,60,0.788,0.724,7,-7.309,1,0.0486,0.00397,0.281,0.0901,0.251,123.997,4,https://api.spotify.com/v1/audio-analysis/2N7Rfq7MjHEm9sq07NG6xq
3mkJigBxWd5DJUsRuwHG3f,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,158493,False,Ain't Giving Up,60,0.661,0.909,11,-2.323,0,0.0494,0.0981,0,0.305,0.643,125.021,4,https://api.spotify.com/v1/audio-analysis/3mkJigBxWd5DJUsRuwHG3f
1MtUq6Wp1eQ8PC6BbPCj8P,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,197933,True,I Took A Pill In Ibiza - Seeb Remix,75,0.665,0.725,7,-6.588,0,0.12,0.034,9.17e-06,0.0864,0.703,101.96,4,https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P
48GBbQiTSlXX5i0cn3iIiJ,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,212626,False,In The Arms Of A Stranger - Grey Remix,66,0.759,0.83,0,-3.633,1,0.127,0.404,0,0.105,0.643,104.994,4,https://api.spotify.com/v1/audio-analysis/48GBbQiTSlXX5i0cn3iIiJ
2V4bv1fNWfTcyRJKmej6Sj,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,213293,False,Cooler Than Me - Single Mix,68,0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969,4,https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj
6jg5SRvdGxvJ0DzNV0UqEK,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,196813,False,Please Don't Go,62,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,4,https://api.spotify.com/v1/audio-analysis/6jg5SRvdGxvJ0DzNV0UqEK
4t03qcATBoSFWGDDCo29v3,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,234213,False,Be As You Are - Acoustic,53,0.656,0.324,11,-9.756,0,0.0413,0.828,0,0.114,0.506,144.823,3,https://api.spotify.com/v1/audio-analysis/4t03qcATBoSFWGDDCo29v3
2DPYlWl50ydYsnnuryL5aX,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,227840,False,Cooler Than Me,60,0.837,0.515,7,-4.065,0,0.0793,0.103,0,0.233,0.769,129.001,4,https://api.spotify.com/v1/audio-analysis/2DPYlWl50ydYsnnuryL5aX
0nrwXo4inMMLcV3ElQitxG,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,201706,True,Top of the World,59,0.69,0.688,4,-6.421,1,0.123,0.00361,0.00224,0.211,0.702,160.055,4,https://api.spotify.com/v1/audio-analysis/0nrwXo4inMMLcV3ElQitxG
4cROwMEQna9GgrAcR64io3,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,189186,False,Silence - Sluggo x Loote Remix,58,0.753,0.676,8,-7.15,0,0.218,0.514,2.9e-05,0.557,0.586,150.994,4,https://api.spotify.com/v1/audio-analysis/4cROwMEQna9GgrAcR64io3
3CCyVdprlcXui4ZwMw1hNS,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,280800,True,I Took A Pill In Ibiza,54,0.673,0.329,10,-10.121,1,0.0495,0.603,1.1e-06,0.151,0.412,147.932,4,https://api.spotify.com/v1/audio-analysis/3CCyVdprlcXui4ZwMw1hNS
7neVcKsbivjMDIkdfoao5m,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,223253,True,Bow Chicka Wow Wow,57,0.626,0.67,7,-5.381,1,0.0534,0.318,0,0.0429,0.523,73.422,4,https://api.spotify.com/v1/audio-analysis/7neVcKsbivjMDIkdfoao5m
6J1R5wtPXiHiwiPstOSI56,0OROVBEZCocg0FcgJpyBse,Alex Sensation,238160,False,Que Va,82,0.774,0.828,0,-3.412,1,0.0502,0.134,0,0.0601,0.841,90.993,4,https://api.spotify.com/v1/audio-analysis/6J1R5wtPXiHiwiPstOSI56
5DcEz9lEgKFserQ1OrRS9X,0OROVBEZCocg0FcgJpyBse,Alex Sensation,224106,False,La Mala Y La Buena,49,0.623,0.925,10,-4.702,0,0.0392,0.0168,2.4e-05,0.452,0.623,100.996,4,https://api.spotify.com/v1/audio-analysis/5DcEz9lEgKFserQ1OrRS9X
1nkaGH0aTwTD7X2P4SCkzG,0OROVBEZCocg0FcgJpyBse,Alex Sensation,235626,False,Bailame (feat. Yandel & Shaggy),44,0.831,0.951,5,-3.307,0,0.226,0.0357,0.00657,0.0508,0.904,136.024,4,https://api.spotify.com/v1/audio-analysis/1nkaGH0aTwTD7X2P4SCkzG
3D5jAaweYVazksEsjS5PFY,0OROVBEZCocg0FcgJpyBse,Alex Sensation,787840,False,Mega Mezcla (feat. Omega),28,0.561,0.846,7,-4.303,1,0.119,0.0949,6.61e-06,0.136,0.851,132.889,4,https://api.spotify.com/v1/audio-analysis/3D5jAaweYVazksEsjS5PFY
44pi0YNpPF5b9pomVtxyST,0OROVBEZCocg0FcgJpyBse,Alex Sensation,50773,False,Intro... directamente Desde NY City,20,0.807,0.651,4,-4.013,1,0.431,0.772,0,0.184,0.977,60.005,5,https://api.spotify.com/v1/audio-analysis/44pi0YNpPF5b9pomVtxyST
3CRDbSIZ4r5MsZ0YwxuEkn,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,202333,False,Stressed Out,82,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn
2Z8WuEywRWYTKe1NybPQEW,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,214506,False,Ride,82,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,4,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW
6i0V12jOa3mr6uu4WYhUBr,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,195920,False,Heathens,82,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr
5cbpoIu3YjoOwbBDGUEp3P,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,267720,False,Car Radio,75,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,4,https://api.spotify.com/v1/audio-analysis/5cbpoIu3YjoOwbBDGUEp3P
7i9763l5SSfOnqZ35VOcfy,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,234813,False,Heavydirtysoul,74,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,4,https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy
3bnVBN67NBEzedqQuWrpP4,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,188493,False,Tear In My Heart,74,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,4,https://api.spotify.com/v1/audio-analysis/3bnVBN67NBEzedqQuWrpP4
2P61EK6DMGyVyssLWS4fKy,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,253093,False,Lane Boy,72,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,4,https://api.spotify.com/v1/audio-analysis/2P61EK6DMGyVyssLWS4fKy
36tghkPg1AO4HsAzo6YpPp,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,163880,False,House Of Gold,72,0.68,0.693,0,-7.234,1,0.0435,0.445,0,0.208,0.851,114.948,4,https://api.spotify.com/v1/audio-analysis/36tghkPg1AO4HsAzo6YpPp
1lguQJjlNrIOoOylYVZN3M,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,297760,False,The Judge,72,0.423,0.797,0,-4.659,1,0.124,0.177,0,0.137,0.592,82.617,4,https://api.spotify.com/v1/audio-analysis/1lguQJjlNrIOoOylYVZN3M
1s9xuJxhYM0LdVqksjegcg,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,207160,False,Fairly Local,70,0.715,0.723,6,-5.993,0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,4,https://api.spotify.com/v1/audio-analysis/1s9xuJxhYM0LdVqksjegcg
3Du2K5dLzmduCNp6uwuaL0,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,203760,True,Sorry Not Sorry,86,0.702,0.635,11,-6.917,0,0.265,0.0223,0,0.283,0.873,144.004,4,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0
3hYvGiw2Q8QE2YWdIJLBz0,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,236986,False,Tell Me You Love Me,73,0.536,0.582,3,-5.452,0,0.0433,0.0241,0,0.181,0.253,82.142,4,https://api.spotify.com/v1/audio-analysis/3hYvGiw2Q8QE2YWdIJLBz0
56twMOlq9DJc3EgpVUVIrW,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,191307,False,Stone Cold,73,0.412,0.472,8,-7.543,1,0.0476,0.475,0,0.0974,0.327,139.321,3,https://api.spotify.com/v1/audio-analysis/56twMOlq9DJc3EgpVUVIrW
0Mn3amMRMoabaoTf1Publ4,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,205745,True,Confident,69,0.606,0.763,10,-6.197,0,0.0669,0.00182,0.000159,0.116,0.309,130.018,4,https://api.spotify.com/v1/audio-analysis/0Mn3amMRMoabaoTf1Publ4
4zbKNReI6jibB4I4SeoP4G,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,197720,False,You Don't Do It For Me Anymore,68,0.416,0.435,5,-6.361,0,0.0568,0.0937,0,0.0838,0.115,127.792,3,https://api.spotify.com/v1/audio-analysis/4zbKNReI6jibB4I4SeoP4G
2zFF6jG5hQArbzcXz3KUWk,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,214739,True,Cool for the Summer,67,0.584,0.614,5,-5.587,0,0.0363,0.00506,9.7e-05,0.0802,0.28,114.075,4,https://api.spotify.com/v1/audio-analysis/2zFF6jG5hQArbzcXz3KUWk
0Eo4zOJR1KBAUpDsBwad09,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,189933,True,Daddy Issues,68,0.605,0.777,9,-6.78,1,0.0846,0.0245,1.7e-06,0.24,0.255,99.96,4,https://api.spotify.com/v1/audio-analysis/0Eo4zOJR1KBAUpDsBwad09
6KgBPMJofuXQsC1nDakraN,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,213173,False,Sexy Dirty Love,66,0.581,0.752,11,-4.466,0,0.256,0.00109,3.06e-05,0.0458,0.877,104.926,4,https://api.spotify.com/v1/audio-analysis/6KgBPMJofuXQsC1nDakraN
7xrA11O07xo57Bbg6p4hck,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,193893,False,Body Say,66,0.63,0.74,5,-4.786,0,0.0381,0.00589,1.53e-06,0.248,0.3,87.01,4,https://api.spotify.com/v1/audio-analysis/7xrA11O07xo57Bbg6p4hck
2VNJ97oCAOYbATSH8fLkjg,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,233893,True,Ruin The Friendship,66,0.779,0.474,8,-6.851,0,0.287,0.143,5.01e-05,0.108,0.562,77.977,4,https://api.spotify.com/v1/audio-analysis/2VNJ97oCAOYbATSH8fLkjg
7dx0Funwrd0LRvquDFQ8fv,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,197086,False,Lumbra,66,0.625,0.852,0,-3.614,1,0.0574,0.0551,0,0.616,0.839,184.212,4,https://api.spotify.com/v1/audio-analysis/7dx0Funwrd0LRvquDFQ8fv
3mbCqi22KYjndD56qCykyP,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,219228,False,La Estrategia,65,0.39,0.682,8,-5.915,1,0.268,0.164,0,0.0817,0.214,165.926,4,https://api.spotify.com/v1/audio-analysis/3mbCqi22KYjndD56qCykyP
5GGQ4wZeVj26tkUnRA6jgC,1dbp04JzZ81JXlMGupCnJ8,Antonio José,203737,False,Tú Me Obligaste,48,0.724,0.822,0,-4.674,1,0.0711,0.13,0,0.246,0.601,94.937,4,https://api.spotify.com/v1/audio-analysis/5GGQ4wZeVj26tkUnRA6jgC
2DAULesb1U4Qz4FSTZpEUJ,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,250836,False,Por Fin Te Encontré,65,0.643,0.829,11,-3.657,1,0.232,0.0486,0,0.173,0.825,180.016,4,https://api.spotify.com/v1/audio-analysis/2DAULesb1U4Qz4FSTZpEUJ
4Xd9JMASteqqD699X9Gv9J,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,203484,False,Más De Lo Que Sabes (More Than You Know),59,0.672,0.733,1,-4.184,1,0.0408,0.0484,0,0.272,0.664,123.087,4,https://api.spotify.com/v1/audio-analysis/4Xd9JMASteqqD699X9Gv9J
26VpzrgWMkfuWvGpYtYUFo,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,208720,False,Traicionera - Remix,60,0.769,0.747,1,-3.998,0,0.06,0.0288,0,0.379,0.875,91.176,4,https://api.spotify.com/v1/audio-analysis/26VpzrgWMkfuWvGpYtYUFo
0mGvaKpwLYoybnIoboC3uS,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,232253,False,Yo Te Esperaré,50,0.49,0.817,9,-5.644,1,0.155,0.229,0,0.0796,0.299,175.919,4,https://api.spotify.com/v1/audio-analysis/0mGvaKpwLYoybnIoboC3uS
703j9YcgQU5sr70ji47ilz,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,208813,False,Te Toco Perder,56,0.748,0.802,6,-6.358,0,0.0389,0.277,0,0.118,0.637,96.017,4,https://api.spotify.com/v1/audio-analysis/703j9YcgQU5sr70ji47ilz
2YFJG4WtA9zuNB9qkHcOyb,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,211586,False,Por Siempre,45,0.744,0.906,0,-2.844,1,0.0347,0.00425,0,0.0755,0.71,128.063,4,https://api.spotify.com/v1/audio-analysis/2YFJG4WtA9zuNB9qkHcOyb
