song_id,artist_id,duration,popularity,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mode,key,track_number,artist_popularity,album_length,release_date,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,mode_confidence,key_confidence,num_bars,num_beats,num_tatums,num_sections,num_segments
2H9BVHSLgJebVOOiNghN6z,5ZaFmMhTJOl2u0mxn5VF3J,149596,2,1,0.847,0.555,-7.439,0.418,0.127,0,0.118,0.262,130.005,4,1,1,1,32,1,10119,0.0,140.02794,0.718,1.0,0.496,0.58,80,324,648,7,637
52aTYDYpanQlsniWWUYcoT,5ZaFmMhTJOl2u0mxn5VF3J,164832,2,0,0.698,0.813,-6.288,0.297,0.166,0,0.0889,0.344,129.069,4,1,1,1,32,1,9971,0.0985,162.11592,0.348,1.0,0.562,0.808,87,350,700,8,745
0jBluzLFPwqhMkUvu0YppQ,7boMgFpwLGa82CQIC6FhuE,139840,41,0,0.571,0.323,-11.833,0.0415,0.879,0.0531,0.0945,0.914,167.604,4,1,5,5,39,9,8030,0.22145,135.19819,0.5,1.0,0.5,0.434,95,380,760,9,441
4op5i5grC99midC53h5UvN,7boMgFpwLGa82CQIC6FhuE,162000,39,0,0.729,0.264,-13.858,0.0375,0.927,1.41e-06,0.129,0.655,126.562,4,1,5,9,39,9,8030,0.21474,157.03655,0.34,0.952,0.632,0.605,83,334,668,10,532
2d1I2fvFYvaCj2ekB7gEXs,2NCGI6dLTxLdI9XHdv7QfM,154906,32,0,0.612,0.054,-16.127,0.0384,0.954,1.7e-06,0.176,0.475,115.713,4,1,2,20,67,20,3681,0.42118,152.00943,0.265,0.574,0.727,0.536,73,296,592,8,442
0SWF3NSt9WQ2eCpTJooIf4,7boMgFpwLGa82CQIC6FhuE,159320,18,0,0.553,0.24,-10.642,0.0487,0.962,0.00365,0.36,0.824,178.29,4,0,2,22,39,50,7391,0.19111,154.98739,0.152,1.0,0.342,0.259,114,461,922,8,535
3nQZx52Arx7iXEGX3pBbXS,7boMgFpwLGa82CQIC6FhuE,150986,16,0,0.86,0.273,-11.332,0.0471,0.93,0.000326,0.253,0.864,108.247,4,1,5,33,39,50,7391,0.21828,145.82132,0.521,0.976,0.462,0.427,64,264,528,5,511
2KBZ0TWNkZfiaxShlCOMpF,7boMgFpwLGa82CQIC6FhuE,126133,8,0,0.151,0.198,-14.91,0.0327,0.971,0.961,0.418,0.127,75.838,3,1,5,21,39,21,3410,0.47546,122.79873,0.082,0.463,0.685,0.915,50,154,308,5,386
20gzpI3hxIFaREVTsu3Gtl,7boMgFpwLGa82CQIC6FhuE,131240,16,0,0.776,0.57,-9.721,0.0297,0.912,0.178,0.0974,0.964,96.089,4,1,0,1,39,9,8030,0.22068,125.95664,0.372,0.985,0.4,0.321,50,203,406,7,438
0z8WDzEOyyxP7gtT9bVI4Q,7boMgFpwLGa82CQIC6FhuE,154026,14,0,0.688,0.451,-11.205,0.0483,0.866,0.563,0.116,0.961,173.257,4,1,8,6,39,9,8030,0.0,148.49741,0.235,1.0,0.593,0.8,107,430,860,8,517
0TFJtZKWB4jy2VPonXRr3K,7boMgFpwLGa82CQIC6FhuE,114733,12,0,0.654,0.31,-11.293,0.033,0.938,0.759,0.171,0.912,173.073,4,1,5,2,39,9,8030,0.0,109.2615,0.417,1.0,0.722,0.688,78,316,632,5,342
6PX7jJwWxlQ74m6xjS6jau,7boMgFpwLGa82CQIC6FhuE,178076,12,0,0.516,0.453,-11.872,0.0383,0.976,0.544,0.0705,0.934,177.583,4,1,5,7,39,9,8030,0.41805,173.51692,0.31,0.967,0.6,0.575,130,518,1036,11,619
1gZ7i4qxXkHZb1r6eioaAP,6wPhSqRtPu1UhRCDX5yaDJ,272080,66,0,0.879,0.643,-3.709,0.0888,0.00603,1.42e-06,0.0992,0.582,120.012,4,1,1,1,75,12,5506,0.0,263.98766,0.711,1.0,0.283,0.473,135,544,1088,11,1109
